,song,artist,chord_progression,key
7751,Taylor Swift,Taylor Swift,"['Em', 'C', 'D']",G
7752,Taylor Swift,Taylor Swift,"['C', 'G', 'D']",G
7753,Taylor Swift,Taylor Swift,"['G', 'D', 'D']",G
7754,Sunday Morning,Maroon 5,"['Dm7', 'Am7', 'Dm7', 'Em7', 'G']",C
7755,Sunday Morning,Maroon 5,"['Dm7', 'Am7', 'Dm7', 'Em7', 'G', 'Dm7', 'Am7']",C
7756,Sunday Morning,Maroon 5,"['Dm7', 'Am7', 'Dm7', 'Em7', 'G']",C
7757,Need You Now,Lady A (Lady Antebellum),"['F', 'Am']",F
7758,Need You Now,Lady A (Lady Antebellum),"['C', 'Em']",C
7759,I Never Told You,Colbie Caillat,"['Am', 'F', 'C', 'G']",C
7760,I Never Told You,Colbie Caillat,"['F', 'C', 'G', 'Am']",C
7761,I Never Told You,Colbie Caillat,"['Am', 'F', 'C', 'G']",C
7762,I Never Told You,Colbie Caillat,"['F', 'C', 'G', 'Am']",C
7763,Cant Take My Eyes Off You,Frankie Valli,"['Em', 'A', 'D', 'Bm']",D
7764,Dance With My Father,Luther Vandross,"['C', 'G', 'Am', 'F']",C
7765,A Drop In The Ocean,Ron Pope,"['C', 'G', 'Dm', 'C', 'G', 'Dm', 'C', 'G', 'Dm']",C
7766,A Drop In The Ocean,Ron Pope,"['Am', 'F', 'C', 'G']",C
7767,A Drop In The Ocean,Ron Pope,"['C', 'G', 'Am', 'F']",C
7768,A Drop In The Ocean,Ron Pope,"['F', 'C', 'G', 'Am', 'F', 'C', 'G']",C
7769,A Drop In The Ocean,Ron Pope,"['C', 'G', 'Dm']",C
7770,A Drop In The Ocean,Ron Pope,"['Am', 'F', 'C', 'G']",C
7771,A Drop In The Ocean,Ron Pope,"['C', 'G', 'Am', 'F']",C
7772,A Drop In The Ocean,Ron Pope,"['F', 'C', 'G']",C
7773,A Drop In The Ocean,Ron Pope,"['C', 'G', 'Dm']",C
7774,Have Faith In Me,A Day to Remember,"['Am', 'C', 'F']",C
7775,Have Faith In Me,A Day to Remember,"['G', 'F', 'C']",C
7776,Have Faith In Me,A Day to Remember,"['Am', 'C', 'F', 'G']",C
7777,Have Faith In Me,A Day to Remember,"['Am', 'C', 'F']",C
7778,Have Faith In Me,A Day to Remember,"['G', 'F', 'C']",C
7779,Two Is Better Than One,Boys Like Girls,"['F', 'G', 'F', 'G', 'Am', 'G', 'F']",C
7780,Two Is Better Than One,Boys Like Girls,"['C', 'Am', 'F', 'G', 'C']",C
7781,Two Is Better Than One,Boys Like Girls,"['G', 'C', 'C', 'Am', 'F']",C
7782,Two Is Better Than One,Boys Like Girls,"['Am', 'G', 'F']",C
7783,Two Is Better Than One,Boys Like Girls,"['Am', 'G', 'C']",C
7784,When I Look At You,Miley Cyrus,"['C#', 'F#', 'C#', 'B']",F#
7785,When I Look At You,Miley Cyrus,"['C#', 'F#', 'C#', 'B']",F#
7786,Two Is Better Than One,Boys Like Girls,"['F', 'F', 'G', 'F', 'G', 'F', 'G', 'Am', 'G']",C
7787,Two Is Better Than One,Boys Like Girls,"['C', 'C', 'Am', 'F', 'G']",C
7788,Two Is Better Than One,Boys Like Girls,"['C', 'Am', 'F', 'G']",C
7789,Two Is Better Than One,Boys Like Girls,"['F', 'G']",C
7790,Two Is Better Than One,Boys Like Girls,"['Am', 'G', 'F', 'G']",C
7791,Two Is Better Than One,Boys Like Girls,"['Am', 'G', 'F']",C
7792,Hey Soul Sister,Train,"['E', 'B', 'C#m', 'A', 'E', 'B', 'C#m', 'A', 'B']",E
7793,Hey Soul Sister,Train,"['B', 'A', 'B', 'E']",E
7794,Hey Soul Sister,Train,"['A', 'B', 'E', 'B', 'C#m']",E
7795,Hey Soul Sister,Train,"['E', 'B', 'C#m', 'A']",E
7796,Hey Soul Sister,Train,"['B', 'A', 'B', 'E']",E
7797,When I Look At You,Miley Cyrus,"['Dm', 'F', 'C', 'Bb']",F
7798,When I Look At You,Miley Cyrus,"['F', 'C', 'Dm', 'Bb']",F
7799,When I Look At You,Miley Cyrus,"['Dm', 'F', 'C', 'Bb']",F
7800,When I Look At You,Miley Cyrus,"['F', 'C', 'Dm', 'Bb']",F
7801,When I Look At You,Miley Cyrus,"['Bb', 'Dm', 'F', 'C']",F
7802,When I Look At You,Miley Cyrus,"['F', 'Bb', 'C', 'Dm']",F
7803,Trouble Is A Friend,Lenka,"['C', 'G', 'Am', 'Em', 'F', 'C', 'G']",C
7804,Need You Now,Lady A (Lady Antebellum),"['C', 'Em', 'C', 'Em', 'C']",C
7805,Need You Now,Lady A (Lady Antebellum),"['C', 'Em']",C
7806,Need You Now,Lady A (Lady Antebellum),"['C', 'Em', 'C']",C
7807,When I Look At You,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
7808,When I Look At You,Miley Cyrus,"['Em', 'G', 'D', 'C']",G
7809,When I Look At You,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
7810,When I Look At You,Miley Cyrus,"['C', 'Em', 'G', 'D']",G
7811,When I Look At You,Miley Cyrus,"['C', 'Dadd4', 'Em']",G
7812,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A']",D
7813,Boulevard Of Broken Dreams,Green Day,"['Em', 'G', 'D', 'A']",D
7814,Boulevard Of Broken Dreams,Green Day,"['C', 'G', 'D', 'Em']",G
7815,Almost Lover,A Fine Frenzy,"['Am', 'F']",C
7816,Almost Lover,A Fine Frenzy,"['C', 'G', 'Dm', 'F']",C
7817,When I Come Around,Green Day,"['G5', 'D5', 'Em', 'C']",G
7818,When I Come Around,Green Day,"['C', 'G5', 'D5', 'Em']",G
7819,When I Come Around,Green Day,"['G5', 'D5', 'Em', 'C']",G
7820,When I Come Around,Green Day,"['C', 'G5', 'D5', 'Em']",G
7821,Resistance,Muse,"['F', 'F', 'F', 'F', 'F', 'F', 'F']",F
7822,Resistance,Muse,"['F', 'F', 'F']",F
7823,Resistance,Muse,"['F', 'F', 'F', 'F', 'F']",F
7824,Resistance,Muse,['F'],F
7825,Resistance,Muse,"['F', 'Am', 'G']",C
7826,Resistance,Muse,"['G', 'F', 'Am']",C
7827,Resistance,Muse,"['F', 'F', 'F']",F
7828,Resistance,Muse,"['Am', 'Am', 'G']",C
7829,Resistance,Muse,"['G', 'G', 'F']",C
7830,Undisclosed Desires,Muse,"['Am', 'C', 'Em', 'G']",C
7831,Undisclosed Desires,Muse,"['Em', 'C']",C
7832,Undisclosed Desires,Muse,"['Am', 'C', 'Em', 'G']",C
7833,Undisclosed Desires,Muse,"['C', 'Em']",C
7834,Brick By Boring Brick,Paramore,"['F#m', 'C#m', 'D', 'A']",D
7835,Brick By Boring Brick,Paramore,"['F#m', 'E', 'A', 'C#m']",A
7836,Brick By Boring Brick,Paramore,"['F#m', 'C#m', 'D', 'A']",D
7837,Brick By Boring Brick,Paramore,"['A', 'C#m', 'F#m', 'E']",A
7838,Brick By Boring Brick,Paramore,"['F#m', 'E', 'Bm', 'A']",A
7839,Brick By Boring Brick,Paramore,"['F#m', 'E', 'A', 'C#m']",A
7840,Brick By Boring Brick,Paramore,"['E', 'F#m', 'D']",A
7841,The Middle,Jimmy Eat World,"['D', 'A', 'G', 'D']",D
7842,The Middle,Jimmy Eat World,"['D', 'A', 'G', 'D']",D
7843,What Is Love,Never Shout Never,"['Gm7', 'Am', 'C', 'Gm7', 'Am', 'Dm']",F
7844,What Is Love,Never Shout Never,"['F', 'Gm7', 'Am']",F
7845,Little Lion Man,Mumford & Sons,"['Am', 'F', 'C', 'Am', 'F', 'C', 'Am', 'F', 'C', 'G']",C
7846,Little Lion Man,Mumford & Sons,"['Am', 'C']",C
7847,Little Lion Man,Mumford & Sons,"['Am', 'Am', 'C', 'C']",C
7848,Little Lion Man,Mumford & Sons,"['G', 'C', 'F', 'F']",C
7849,Little Lion Man,Mumford & Sons,"['C', 'Am', 'F']",C
7850,Little Lion Man,Mumford & Sons,"['Am', 'F', 'C']",C
7851,Pursuit Of Happiness,Kid Cudi,"['C', 'F', 'Am', 'C', 'Am', 'Em']",C
7852,Pursuit Of Happiness,Kid Cudi,"['C', 'Am', 'Em']",C
7853,Pursuit Of Happiness,Kid Cudi,"['C', 'F', 'Am']",C
7854,I Saw The Light,Hank Williams,"['G', 'G', 'D', 'G', 'G', 'C', 'G', 'G', 'G', 'D']",G
7855,I Saw The Light,Hank Williams,"['G', 'D', 'G', 'G', 'C', 'G', 'G']",G
7856,I Saw The Light,Hank Williams,"['G', 'G', 'D', 'G', 'G', 'C', 'G']",G
7857,I Saw The Light,Hank Williams,"['G', 'G', 'D']",G
7858,Ein Kompliment,Sportfreunde Stiller,"['Em', 'D', 'Am', 'C']",G
7859,Ein Kompliment,Sportfreunde Stiller,"['Em', 'D', 'Am', 'C']",G
7860,Just Breathe,Pearl Jam,"['C', 'G', 'C', 'G', 'C', 'G', 'Am', 'F']",C
7861,Just Breathe,Pearl Jam,"['C', 'G', 'C', 'G', 'C', 'G']",C
7862,Just Breathe,Pearl Jam,"['C', 'G']",C
7863,The Only Exception,Paramore,"['Am', 'Am', 'G', 'D']",G
7864,The Only Exception,Paramore,"['Am', 'G', 'D']",G
7865,The Only Exception,Paramore,"['Fadd#11', 'C', 'G']",C
7866,Dust In The Wind,Kansas,"['Am', 'D', 'G']",G
7867,Dust In The Wind,Kansas,"['Am', 'C', 'Am', 'G', 'Dm7']",C
7868,Dust In The Wind,Kansas,"['Am', 'D', 'G']",G
7869,Starlight,Muse,"['G', 'Am', 'Em', 'C']",G
7870,Starlight,Muse,"['G', 'Am', 'Em', 'C']",G
7871,Crying Lightning,Arctic Monkeys,"['Am', 'Am', 'F', 'Dm']",C
7872,Crying Lightning,Arctic Monkeys,"['Am', 'Am', 'F', 'Dm']",C
7873,Crying Lightning,Arctic Monkeys,"['Am', 'F', 'Dm']",C
7874,Just Breathe,Pearl Jam,"['C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'Am', 'F']",C
7875,Just Breathe,Pearl Jam,"['C', 'G']",C
7876,The Gardener,The Tallest Man On Earth,"['D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6']",D
7877,The Gardener,The Tallest Man On Earth,"['G', 'A7', 'D']",D
7878,The Gardener,The Tallest Man On Earth,"['D', 'D/C#', 'Bm', 'G', 'A7', 'A6']",D
7879,The Gardener,The Tallest Man On Earth,"['G', 'A7', 'D']",D
7880,Use Somebody,Kings of Leon,"['F', 'F', 'C', 'Em']",F
7881,Use Somebody,Kings of Leon,"['F', 'F', 'Am', 'C']",F
7882,Use Somebody,Kings of Leon,"['F', 'C', 'Em', 'F']",F
7883,Use Somebody,Kings of Leon,"['C', 'Em', 'F']",C
7884,Use Somebody,Kings of Leon,"['F', 'C', 'Em']",F
7885,Use Somebody,Kings of Leon,"['F', 'Am', 'C']",F
7886,The Only Exception,Paramore,"['B', 'F#m', 'E', 'B', 'F#m', 'E', 'B', 'F#m', 'E']",E
7887,The Only Exception,Paramore,"['B', 'F#m', 'E']",E
7888,The Only Exception,Paramore,"['B', 'F#m', 'E', 'B']",E
7889,The Only Exception,Paramore,"['B', 'F#m', 'E']",E
7890,The Only Exception,Paramore,"['C#m', 'B', 'F#']",B
7891,The Only Exception,Paramore,"['A', 'E', 'B']",E
7892,Under The Bridge,Red Hot Chili Peppers,"['C', 'G', 'Am', 'Em', 'F', 'C', 'G', 'Am', 'F']",C
7893,Under The Bridge,Red Hot Chili Peppers,"['Dm', 'C', 'G', 'Dm']",C
7894,Under The Bridge,Red Hot Chili Peppers,"['F', 'C', 'G', 'Am']",C
7895,Under The Bridge,Red Hot Chili Peppers,"['Dm', 'C', 'G', 'Dm']",C
7896,Under The Bridge,Red Hot Chili Peppers,"['Dm', 'C', 'G']",C
7897,Helena,My Chemical Romance,"['Bm', 'D', 'A', 'F#m', 'G', 'Bm', 'A']",D
7898,Helena,My Chemical Romance,"['A', 'F#m', 'G', 'Bm']",D
7899,Helena,My Chemical Romance,"['Bm', 'G', 'Bm', 'A']",D
7900,Kundiman,Silent Sanctuary,"['C', 'G', 'Am', 'F']",C
7901,Kundiman,Silent Sanctuary,"['C', 'G', 'Am', 'F']",C
7902,Kundiman,Silent Sanctuary,"['Am', 'G', 'F', 'C']",C
7903,Kundiman,Silent Sanctuary,"['G', 'F', 'C', 'Am']",C
7904,The Only Exception,Paramore,"['D', 'A', 'G']",D
7905,The Only Exception,Paramore,"['G', 'D', 'A', 'G', 'D']",D
7906,The Only Exception,Paramore,"['A', 'G', 'D']",D
7907,The Only Exception,Paramore,"['Bm', 'A', 'E']",A
7908,The Only Exception,Paramore,"['D', 'A', 'G']",D
7909,The Only Exception,Paramore,"['G', 'D', 'A']",D
7910,Message In A Bottle,The Police,"['C#m', 'A', 'C#m', 'A', 'C#m', 'A']",D
7911,Message In A Bottle,The Police,"['F#m', 'C#m9', 'F#m', 'C#m9', 'F#m', 'C#m9']",D
7912,Message In A Bottle,The Police,"['C#m', 'A']",D
7913,Message In A Bottle,The Police,"['F#m', 'C#m9']",D
7914,Message In A Bottle,The Police,"['A', 'D', 'E']",A
7915,Every Breath You Take,The Police,"['Em', 'C', 'D', 'Dsus4']",G
7916,How Great Thou Art,Misc Praise Songs,"['E', 'A', 'A', 'D', 'A']",A
7917,How Great Thou Art,Misc Praise Songs,"['A', 'D', 'A', 'E', 'A']",A
7918,How Great Thou Art,Misc Praise Songs,"['E', 'A', 'A', 'D', 'A']",A
7919,Nothing But The Blood Of Jesus,Misc Praise Songs,"['G', 'Em', 'G', 'C', 'D', 'G']",G
7920,Nothing But The Blood Of Jesus,Misc Praise Songs,"['D', 'G', 'G', 'Em', 'Em']",D
7921,Jesus Loves Me,Misc Praise Songs,"['C', 'Am', 'Em', 'F', 'C']",C
7922,Jesus Loves Me,Misc Praise Songs,"['C', 'C', 'Am', 'Em', 'F']",C
7923,Jesus Loves Me,Misc Praise Songs,"['C', 'F', 'C', 'G']",C
7924,Twinkle Twinkle Little Star,Misc Children,"['C', 'F', 'C', 'F', 'C', 'G7', 'C']",C
7925,Twinkle Twinkle Little Star,Misc Children,"['C', 'F', 'C', 'G7', 'C']",C
7926,Twinkle Twinkle Little Star,Misc Children,"['C', 'F', 'C', 'G7']",C
7927,Youre All I Need,White Lion,"['A', 'D', 'D/F#', 'G', 'A', 'D', 'D/F#', 'Em']",D
7928,Youre All I Need,White Lion,"['D/F#', 'G', 'Em', 'A']",D
7929,Youre All I Need,White Lion,"['G', 'A', 'D', 'D/F#']",D
7930,Youre All I Need,White Lion,"['A', 'G', 'D']",D
7931,I Will Always Love You,Whitney Houston,"['A', 'F#m', 'D', 'E', 'A', 'F#m', 'Bm', 'E']",A
7932,I Will Always Love You,Whitney Houston,"['G', 'D', 'G', 'Em', 'D', 'C', 'D']",G
7933,I Will Always Love You,Whitney Houston,"['G', 'Em', 'D', 'C', 'D', 'G']",G
7934,I Will Always Love You,Whitney Houston,"['D', 'G', 'Em', 'D', 'C']",G
7935,I Will Always Love You,Whitney Houston,"['C', 'D', 'G', 'Em']",G
7936,I Will Always Love You,Whitney Houston,"['E', 'A', 'F#m', 'D']",A
7937,All You Need Is Love,The Beatles,"['G', 'A', 'D', 'D7']",D
7938,All You Need Is Love,The Beatles,"['G', 'D', 'Em']",G
7939,All I Wanted,Paramore,"['C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am']",C
7940,All I Wanted,Paramore,"['C', 'Em', 'Am']",C
7941,All I Wanted,Paramore,"['C', 'Em', 'Am']",C
7942,Make You Feel My Love,Adele,"['A', 'B7', 'E7']",E
7943,Wheels,Foo Fighters,"['Dsus2', 'A', 'F#m', 'E']",A
7944,Wheels,Foo Fighters,"['Dsus2', 'A', 'F#m', 'E']",A
7945,Slipping Through My Fingers,ABBA,"['D', 'G', 'D', 'F#m', 'Em', 'G', 'D', 'Asus4', 'A']",D
7946,Slipping Through My Fingers,ABBA,"['A', 'D', 'G', 'D', 'F#m', 'Em', 'G', 'D', 'Asus4']",D
7947,White Blank Page,Mumford & Sons,"['D/F#', 'D/F#', 'C', 'D/F#', 'D/F#', 'C', 'D/F#', 'D/F#', 'C']",G
7948,White Blank Page,Mumford & Sons,"['Em', 'C', 'G', 'C', 'G', 'D/F#']",G
7949,White Blank Page,Mumford & Sons,"['D/F#', 'C', 'D/F#']",G
7950,White Blank Page,Mumford & Sons,"['D/F#', 'Em', 'C', 'G', 'C', 'G']",G
7951,White Blank Page,Mumford & Sons,"['D/F#', 'D/F#', 'C']",G
7952,White Blank Page,Mumford & Sons,"['D/F#', 'C', 'D/F#']",G
7953,White Blank Page,Mumford & Sons,"['D/F#', 'D/F#', 'C']",G
7954,White Blank Page,Mumford & Sons,"['Em', 'C', 'G']",C
7955,Misguided Ghosts,Paramore,"['Am', 'G', 'C', 'Am', 'G', 'Em', 'F']",C
7956,Misguided Ghosts,Paramore,"['Am', 'Em', 'F', 'G']",C
7957,Misguided Ghosts,Paramore,"['F', 'G', 'Em']",C
7958,Interstate Love Song,Stone Temple Pilots,['E'],E
7959,Interstate Love Song,Stone Temple Pilots,"['E', 'E', 'E']",E
7960,Numb,Linkin Park,"['Em', 'C', 'G', 'D']",G
7961,Numb,Linkin Park,"['D', 'Em', 'C', 'G']",G
7962,Numb,Linkin Park,"['Em', 'C', 'G', 'D']",G
7963,Numb,Linkin Park,"['D', 'Em', 'C', 'G']",G
7964,Numb,Linkin Park,"['C', 'D', 'Em', 'G']",G
7965,Never Say Never,The Fray,"['G', 'D/F#', 'Em', 'C']",G
7966,Never Say Never,The Fray,"['G', 'D/F#', 'G', 'D', 'Em', 'D', 'C']",G
7967,Never Say Never,The Fray,"['G', 'D', 'Em', 'D', 'C', 'G', 'D/F#']",G
7968,Never Say Never,The Fray,"['G', 'D/F#', 'Em', 'C']",G
7969,Never Say Never,The Fray,"['A7sus4', 'Em', 'D']",D
7970,When You Say Nothing At All,Ronan Keating,"['D', 'Cadd9', 'D', 'G', 'D', 'Cadd9', 'D', 'G', 'D', 'Cadd9']",G
7971,When You Say Nothing At All,Ronan Keating,"['D', 'G', 'D', 'Cadd9']",G
7972,When You Say Nothing At All,Ronan Keating,"['D', 'Cadd9', 'D', 'G']",G
7973,When You Say Nothing At All,Ronan Keating,"['D', 'Cadd9', 'D', 'G', 'D', 'Cadd9']",G
7974,When You Say Nothing At All,Ronan Keating,"['D', 'G', 'D', 'Cadd9']",G
7975,When You Say Nothing At All,Ronan Keating,"['D', 'Cadd9', 'D', 'G']",G
7976,I Swear This Time I Mean It,Mayday Parade,"['D', 'G', 'Dsus4/F#', 'Cadd9', 'Em7']",G
7977,I Swear This Time I Mean It,Mayday Parade,"['Cadd9', 'G', 'G', 'Dsus4/F#', 'Cadd9', 'G', 'Em7', 'D']",G
7978,I Swear This Time I Mean It,Mayday Parade,"['G', 'G', 'Dsus4/F#', 'Cadd9', 'G', 'Em7', 'D', 'Cadd9']",G
7979,I Swear This Time I Mean It,Mayday Parade,"['Cadd9', 'Em7', 'D', 'G', 'Dsus4/F#']",G
7980,I Swear This Time I Mean It,Mayday Parade,"['D', 'G', 'Dsus4/F#', 'Cadd9', 'Em7']",G
7981,I Swear This Time I Mean It,Mayday Parade,"['D', 'Cadd9', 'Dsus4']",G
7982,I Just Called To Say I Love You,Stevie Wonder,"['G', 'C', 'C', 'Dm']",C
7983,I Just Called To Say I Love You,Stevie Wonder,"['Dm', 'G', 'Am', 'Am']",C
7984,I Just Called To Say I Love You,Stevie Wonder,"['Ebm', 'Ab', 'Bbm', 'Bbm']",Db
7985,I Just Called To Say I Love You,Stevie Wonder,"['Em', 'A', 'Bm', 'Bm']",D
7986,I Just Called To Say I Love You,Stevie Wonder,"['C', 'C', 'C']",C
7987,Mahal Pa Rin Kita,Rockstar,"['E7sus', 'E7', 'A', 'C#m', 'D', 'A', 'Bm', 'C#m', 'D']",A
7988,Havent Met You Yet,Michael Bublé,"['D', 'G', 'D', 'Em', 'Bm', 'A', 'D']",D
7989,Havent Met You Yet,Michael Bublé,"['A', 'D', 'G', 'D', 'Em', 'Bm']",D
7990,Havent Met You Yet,Michael Bublé,"['C', 'F', 'Dm7', 'Am', 'G']",C
7991,Havent Met You Yet,Michael Bublé,"['G', 'C', 'F', 'Dm7', 'Am']",C
7992,Havent Met You Yet,Michael Bublé,"['Dm7', 'G', 'Am']",C
7993,Havent Met You Yet,Michael Bublé,"['G', 'A', 'Bm']",D
7994,Party In The Usa,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
7995,Party In The Usa,Miley Cyrus,"['Em', 'C', 'G', 'D']",G
7996,Party In The Usa,Miley Cyrus,"['C', 'G', 'D', 'Em']",G
7997,Party In The Usa,Miley Cyrus,"['G', 'D', 'Em', 'C']",G
7998,Party In The Usa,Miley Cyrus,"['Em', 'C', 'G', 'D']",G
7999,Party In The Usa,Miley Cyrus,"['C', 'G', 'D', 'Em']",G
8000,Secrets,OneRepublic,"['D', 'F#m/C#', 'Bm', 'G']",D
8001,Secrets,OneRepublic,"['D', 'F#m/C#', 'Bm', 'G']",D
8002,Who Says,John Mayer,"['G', 'D', 'A']",D
8003,Who Says,John Mayer,"['D', 'G', 'D/F#']",D
8004,Hey Soul Sister,Train,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'G']",C
8005,Hey Soul Sister,Train,"['G', 'F', 'G', 'C']",C
8006,Hey Soul Sister,Train,"['G', 'F', 'G', 'C', 'G', 'F']",C
8007,Hey Soul Sister,Train,"['F', 'G', 'C', 'G', 'Am']",C
8008,Hey Soul Sister,Train,"['C', 'G', 'Am', 'F']",C
8009,Hey Soul Sister,Train,"['G', 'F', 'G', 'C']",C
8010,Russian Roulette,Rihanna,"['Em', 'C', 'D', 'Am']",G
8011,Russian Roulette,Rihanna,"['Em', 'C', 'D', 'Am']",G
8012,Alejandro,Lady Gaga,"['Am', 'C', 'Em', 'Am', 'C', 'Em', 'Am', 'C', 'Em']",C
8013,Alejandro,Lady Gaga,"['F', 'C', 'G', 'Am']",C
8014,Alejandro,Lady Gaga,"['Am', 'C', 'Em']",C
8015,Alejandro,Lady Gaga,"['F', 'C', 'G', 'Am']",C
8016,Alejandro,Lady Gaga,"['Am', 'C', 'Em']",C
8017,Who Says,John Mayer,"['G', 'D/F#', 'A']",D
8018,Who Says,John Mayer,"['G', 'D', 'A']",D
8019,Who Says,John Mayer,"['Dsus2', 'G', 'D/F#']",D
8020,Beautiful,Christina Aguilera,"['G', 'Em', 'D', 'C', 'G']",G
8021,Jump Then Fall,Taylor Swift,"['D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G']",D
8022,Jump Then Fall,Taylor Swift,"['A', 'D', 'A', 'G']",D
8023,Jump Then Fall,Taylor Swift,"['D', 'A', 'G']",D
8024,Jump Then Fall,Taylor Swift,"['A', 'G', 'A', 'D']",D
8025,Jump Then Fall,Taylor Swift,"['Em', 'G', 'D', 'A']",D
8026,Jump Then Fall,Taylor Swift,"['A', 'D', 'A', 'G']",D
8027,Jump Then Fall,Taylor Swift,"['D', 'A', 'G']",D
8028,Use Somebody,Paramore,"['F', 'F', 'Am', 'C']",F
8029,Use Somebody,Paramore,"['C', 'C', 'Em', 'F']",C
8030,Use Somebody,Paramore,"['C', 'Em', 'F']",C
8031,Use Somebody,Paramore,"['F', 'C', 'Em']",F
8032,Ive Got A Feeling,The Beatles,"['A', 'D']",A
8033,Ive Got A Feeling,The Beatles,"['A', 'D', 'A', 'D', 'A', 'D']",A
8034,Ive Got A Feeling,The Beatles,"['A', 'D']",A
8035,Dear Mr President,P!nk,"['C', 'Em', 'G', 'Am']",C
8036,Dear Mr President,P!nk,"['G', 'D', 'Em', 'D']",G
8037,Dear Mr President,P!nk,"['D', 'C', 'Am7', 'G']",G
8038,Dear Mr President,P!nk,"['C', 'G', 'D', 'Am']",G
8039,Dear Mr President,P!nk,"['G', 'D', 'Am', 'C']",G
8040,Dear Mr President,P!nk,"['C', 'Em', 'G', 'Am']",C
8041,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['Em7', 'G']",C
8042,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['Em7', 'G', 'Em7', 'G', 'Em7', 'G']",C
8043,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['Em7', 'Cadd9', 'G', 'D']",G
8044,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['Em7', 'G']",C
8045,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['G', 'Em7']",G
8046,Wie Soll Ein Mensch Das Ertragen,Philipp Poisel,"['G', 'D', 'Em7']",G
8047,Tik Tok,Kesha,"['Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Gm']",F
8048,Tik Tok,Kesha,"['Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb', 'C', 'Dm']",F
8049,Tik Tok,Kesha,"['Bb', 'C', 'Dm', 'Bb', 'C', 'Dm', 'Bb']",F
8050,Tik Tok,Kesha,"['Dm', 'C', 'Bb', 'Gm', 'Dm', 'C', 'Bb']",F
8051,Tik Tok,Kesha,"['Bb', 'C', 'Dm']",F
8052,Tik Tok,Kesha,"['Bb', 'C', 'Dm', 'Bb']",F
8053,Tik Tok,Kesha,"['Gm', 'Dm', 'C', 'Bb']",F
8054,Tik Tok,Kesha,"['Bb', 'C', 'Dm']",F
8055,Tik Tok,Kesha,"['Dm', 'C', 'Bb']",F
8056,Tik Tok,Kesha,"['Dm', 'Bb', 'C']",F
8057,Ang Tanging Alay Ko,Misc Praise Songs,"['G', 'A', 'F#m', 'Bm', 'Em', 'A', 'D']",D
8058,Ang Tanging Alay Ko,Misc Praise Songs,"['D', 'Em', 'A']",D
8059,God And Satan,Biffy Clyro,"['G', 'Em', 'G', 'C', 'C', 'G', 'Em']",G
8060,God And Satan,Biffy Clyro,"['G', 'Em', 'G', 'Em', 'G', 'C', 'C']",G
8061,God And Satan,Biffy Clyro,"['D', 'Em', 'D/F#', 'G', 'Am', 'C']",G
8062,21 Guns,Green Day,"['Am', 'F', 'C', 'G']",C
8063,21 Guns,Green Day,"['G', 'C', 'G', 'Am', 'G', 'F', 'C']",C
8064,21 Guns,Green Day,"['C', 'G', 'Am', 'G', 'F', 'C', 'G']",C
8065,21 Guns,Green Day,"['Am', 'F', 'C', 'G']",C
8066,21 Guns,Green Day,"['G', 'Am', 'F', 'C']",C
8067,21 Guns,Green Day,"['F', 'C', 'G', 'Am']",C
8068,21 Guns,Green Day,"['G', 'F', 'C']",C
8069,21 Guns,Green Day,"['F', 'C', 'G']",C
8070,Half Of My Heart,John Mayer,"['Bb', 'F', 'C', 'Dm', 'Bb', 'F', 'C']",F
8071,Half Of My Heart,John Mayer,"['C', 'Bb', 'F', 'C', 'Dm', 'Bb', 'F']",F
8072,Half Of My Heart,John Mayer,"['Bb', 'F', 'C', 'Dm', 'Bb']",F
8073,Half Of My Heart,John Mayer,"['F', 'C', 'Dm', 'Bb']",F
8074,Half Of My Heart,John Mayer,"['F', 'Am7', 'Cm7', 'Gm']",Bb
8075,Half Of My Heart,John Mayer,"['Bb', 'F', 'C']",F
8076,Enjoy The Silence,Depeche Mode,"['Bm', 'Dm', 'G', 'G']",C
8077,Temporary Home,Carrie Underwood,"['Am', 'G', 'F', 'C', 'G']",C
8078,Temporary Home,Carrie Underwood,"['F', 'C', 'G', 'Am']",C
8079,Temporary Home,Carrie Underwood,"['F', 'Am', 'G']",C
8080,Bad Romance,Lady Gaga,"['Am', 'C', 'Am', 'C', 'Am', 'Dm', 'Am', 'C', 'G']",C
8081,Bad Romance,Lady Gaga,"['Dm', 'G7', 'Am', 'C']",C
