,song,artist,chord_progression,key
16291,Nothing Breaks Like A Heart,Mark Ronson,"['Em', 'Em', 'D']",G
16292,Nothing Breaks Like A Heart,Mark Ronson,"['Em', 'C', 'Am']",C
16293,Nothing Breaks Like A Heart,Mark Ronson,"['C', 'Am', 'Em']",C
16294,Nothing Breaks Like A Heart,Mark Ronson,"['Em', 'Em', 'Em']",C
16295,Kedarnath - Jaan Nisaar,Misc Soundtrack,"['D', 'D', 'Bm', 'Bm', 'A', 'Em', 'A']",D
16296,Kedarnath - Jaan Nisaar,Misc Soundtrack,"['D', 'Bm', 'Bm', 'A', 'Em', 'A', 'D']",D
16297,Kedarnath - Jaan Nisaar,Misc Soundtrack,"['D', 'Bm', 'Em', 'G']",D
16298,Kedarnath - Jaan Nisaar,Misc Soundtrack,"['A', 'D', 'G']",D
16299,Hindi Na Nga,This Band,"['G', 'Dsus4', 'Em7', 'Cadd9']",G
16300,Hindi Na Nga,This Band,"['G', 'Dsus4', 'Em7', 'Cadd9']",G
16301,Lily,Alan Walker,"['Em', 'Am', 'D', 'Bm', 'Em', 'Am', 'D', 'Em']",G
16302,Lily,Alan Walker,"['Em', 'Am', 'D', 'Bm', 'Em', 'Am', 'D']",G
16303,Lily,Alan Walker,"['Em', 'Am', 'D', 'Bm']",G
16304,Lily,Alan Walker,"['Em', 'Am', 'D']",G
16305,Lets Fall In Love For The Night,FINNEAS,"['Dm', 'G', 'C']",C
16306,Fire On Fire,Sam Smith,"['Dm', 'Em', 'F', 'G', 'Am', 'G']",C
16307,Fire On Fire,Sam Smith,"['F', 'Am', 'C', 'G']",C
16308,Fire On Fire,Sam Smith,"['Am', 'C', 'G', 'F']",C
16309,Fire On Fire,Sam Smith,"['Am', 'F', 'C', 'Em']",C
16310,Fire On Fire,Sam Smith,"['Dm', 'F', 'Am']",C
16311,Location Unknown,Honne,"['G', 'Am', 'Em', 'C']",G
16312,Location Unknown,Honne,"['G', 'Am', 'Em', 'C']",G
16313,Cinta Luar Biasa,Andmesh Kamaleng,"['E', 'A', 'F#m', 'Bm', 'E/G#']",A
16314,Cinta Luar Biasa,Andmesh Kamaleng,"['C#m', 'B/D#', 'E', 'F#']",B
16315,Bawat Piyesa,Munimuni,"['A', 'Dsus2', 'E']",A
16316,Ikaw At Ako,Moira Dela Torre,"['A', 'G', 'A', 'D', 'A', 'Bm', 'A', 'G']",D
16317,Ikaw At Ako,Moira Dela Torre,"['D', 'A', 'Bm', 'A', 'G', 'A']",D
16318,Ikaw At Ako,Moira Dela Torre,"['G', 'A', 'D', 'A', 'Bm', 'A']",D
16319,Ikaw At Ako,Moira Dela Torre,"['A', 'G', 'A', 'D', 'A', 'Bm']",D
16320,Ikaw At Ako,Moira Dela Torre,"['A', 'D', 'A', 'Bm', 'A', 'G']",D
16321,Ikaw At Ako,Moira Dela Torre,"['G', 'A', 'D', 'A', 'Bm']",D
16322,Bury A Friend,Billie Eilish,['Gm'],Ab
16323,Bury A Friend,Billie Eilish,"['Gm', 'Gm', 'Gm']",Ab
16324,Klwkn,Music Hero,"['A', 'D', 'F#m', 'Gadd9']",D
16325,Tribes,Victory Worship,"['G', 'D', 'D', 'G', 'G', 'Bm', 'Bm', 'G']",G
16326,Tribes,Victory Worship,"['G', 'D', 'G', 'D', 'G', 'D']",G
16327,Tribes,Victory Worship,"['D', 'G']",D
16328,Tribes,Victory Worship,"['G', 'D']",G
16329,Mr Loverman,Ricky Montgomery,"['Dm', 'G', 'C', 'Em', 'Am']",C
16330,Sucker,Jonas Brothers,"['C#m', 'E', 'B']",E
16331,Sucker,Jonas Brothers,"['B', 'C#m', 'E']",B
16332,Sucker,Jonas Brothers,"['C#m', 'E', 'B']",E
16333,Sucker,Jonas Brothers,"['B', 'C#m', 'E']",B
16334,Lagunya Begini Nadanya Begitu,Jason Ranti,"['G', 'D/F#', 'Em', 'D', 'C', 'Am', 'D']",G
16335,Lagunya Begini Nadanya Begitu,Jason Ranti,"['D', 'G', 'D/F#', 'Em', 'D', 'C', 'Am']",G
16336,Lagunya Begini Nadanya Begitu,Jason Ranti,"['C', 'Am', 'D', 'G', 'D/F#', 'Em', 'D']",G
16337,Lagunya Begini Nadanya Begitu,Jason Ranti,"['C', 'Am', 'D', 'C', 'C']",G
16338,Lagunya Begini Nadanya Begitu,Jason Ranti,"['G', 'D/F#', 'Em', 'D']",G
16339,Lagunya Begini Nadanya Begitu,Jason Ranti,"['C', 'D', 'G']",G
16340,Cigarettes Of Ours,Ardhito Pramono,"['G', 'G7']",G
16341,Cigarettes Of Ours,Ardhito Pramono,"['Am', 'D', 'G', 'Em']",G
16342,Arcade,Duncan Laurence,"['F', 'G', 'Em', 'F']",C
16343,Arcade,Duncan Laurence,"['F', 'Am', 'G', 'C', 'F', 'Am', 'G']",C
16344,Arcade,Duncan Laurence,"['F', 'G', 'Em', 'F']",C
16345,Arcade,Duncan Laurence,"['F', 'F', 'G', 'Em']",C
16346,Arcade,Duncan Laurence,"['F', 'Am', 'G']",C
16347,Tanpa Tergesa,Juicy Luicy,"['C', 'Em', 'Dm', 'G']",C
16348,On My Way,Alan Walker,"['E', 'B', 'C#m', 'A']",E
16349,On My Way,Alan Walker,"['E', 'B', 'C#m', 'A']",E
16350,Dont Give Up On Me,Andy Grammer,"['C', 'G', 'Am', 'F', 'C', 'G', 'Am', 'F', 'C']",C
16351,Dont Give Up On Me,Andy Grammer,"['C', 'G', 'Am', 'F']",C
16352,Dont Give Up On Me,Andy Grammer,"['C', 'G', 'Am', 'F', 'C']",C
16353,Dont Give Up On Me,Andy Grammer,"['C', 'G', 'Am', 'F']",C
16354,Bad Guy,Billie Eilish,"['Em', 'Em', 'Em']",C
16355,Xanny,Billie Eilish,"['Bm', 'E', 'E7']",A
16356,Prom Queen,Beach Bunny,"['C', 'F', 'Dm', 'F', 'C', 'F', 'Dm', 'F', 'C']",C
16357,Prom Queen,Beach Bunny,"['C', 'F', 'Dm', 'F', 'C']",C
16358,Prom Queen,Beach Bunny,"['Dm', 'F', 'C', 'Em']",C
16359,Prom Queen,Beach Bunny,"['F', 'C', 'F', 'Dm']",F
16360,Prom Queen,Beach Bunny,"['C', 'F', 'Dm', 'F']",C
16361,Prom Queen,Beach Bunny,"['C', 'Em', 'Dm']",C
16362,Prom Queen,Beach Bunny,"['Dm', 'G', 'C']",C
16363,Cover Me Up,Morgan Wallen,"['D', 'G', 'D']",D
16364,Cover Me Up,Morgan Wallen,"['D', 'G', 'D']",D
16365,Cover Me Up,Morgan Wallen,"['G', 'D', 'D']",G
16366,Huling Sandali,December Avenue,"['C#m7', 'Asus2', 'C#m7', 'Asus2', 'Bsus4', 'C#m7']",E
16367,Huling Sandali,December Avenue,"['C#m7', 'Asus2', 'C#m7', 'Asus2', 'Bsus4']",E
16368,Huling Sandali,December Avenue,"['F#m', 'G#m', 'Asus2']",A
16369,Huling Sandali,December Avenue,"['C#m', 'Bsus4', 'Asus2']",E
16370,Evaluasi,Hindia,"['G', 'G', 'C', 'C']",G
16371,Evaluasi,Hindia,"['G', 'G', 'C', 'C']",G
16372,Imahe,Magnus Haven,"['C#m', 'C#m', 'C#m', 'C#m', 'Bm', 'C#m', 'Bm', 'C#m', 'E', 'C#m']",A
16373,Imahe,Magnus Haven,"['C#m', 'C#m', 'C#m', 'C#m', 'Bm', 'C#m', 'Bm', 'C#m', 'E']",A
16374,Imahe,Magnus Haven,"['C#m', 'C#m', 'C#m', 'C#m', 'Bm', 'C#m', 'Bm', 'C#m']",D
16375,Imahe,Magnus Haven,"['C#m', 'Bm', 'C#m', 'Bm', 'C#m', 'E']",A
16376,One Only,Pamungkas,"['F', 'G', 'C']",C
16377,One Only,Pamungkas,"['F', 'Em', 'Dm', 'G']",C
16378,One Only,Pamungkas,"['G', 'C', 'F']",C
16379,One Only,Pamungkas,"['C', 'F', 'G']",C
16380,One Only,Pamungkas,"['F', 'G', 'C']",C
16381,Hanya Rindu,Andmesh Kamaleng,"['G', 'C', 'D', 'G', 'D', 'C', 'D']",G
16382,Hanya Rindu,Andmesh Kamaleng,"['D', 'E', 'A', 'A']",A
16383,Hanya Rindu,Andmesh Kamaleng,"['D', 'Em', 'C']",G
16384,Hanya Rindu,Andmesh Kamaleng,"['C', 'D', 'G']",G
16385,Hanya Rindu,Andmesh Kamaleng,"['E', 'F#m', 'D']",A
16386,Hanya Rindu,Andmesh Kamaleng,"['Bm', 'D', 'E']",A
16387,Hold Me While You Wait,Lewis Capaldi,"['F#', 'B', 'D#m', 'G#m']",F#
16388,Hold Me While You Wait,Lewis Capaldi,"['E', 'F#', 'G#m', 'B']",B
16389,Hold Me While You Wait,Lewis Capaldi,"['B', 'D#m', 'G#m', 'F#']",B
16390,Hold Me While You Wait,Lewis Capaldi,"['B', 'D#m', 'E']",B
16391,Hold Me While You Wait,Lewis Capaldi,"['G#m', 'B', 'F#']",B
16392,Pagtingin,Ben&Ben,"['G', 'D', 'Bm', 'A']",D
16393,Pagtingin,Ben&Ben,"['A', 'E', 'C#m', 'B']",E
16394,Pagtingin,Ben&Ben,"['G', 'A']",D
16395,Pagtingin,Ben&Ben,"['G', 'D']",G
16396,Pagtingin,Ben&Ben,"['G', 'D', 'Bm', 'A']",D
16397,Pagtingin,Ben&Ben,"['A', 'G']",D
16398,Pagtingin,Ben&Ben,"['A', 'E', 'C#m', 'B']",E
16399,Araw-Araw,Ben&Ben,"['B', 'F#', 'E', 'B', 'F#', 'E', 'B', 'F#', 'E']",B
16400,Araw-Araw,Ben&Ben,"['B', 'F#', 'E']",B
16401,Araw-Araw,Ben&Ben,"['B', 'F#', 'E', 'B']",B
16402,Araw-Araw,Ben&Ben,"['A', 'E']",A
16403,Araw-Araw,Ben&Ben,"['E', 'F#', 'B', 'F#']",B
16404,Araw-Araw,Ben&Ben,"['B', 'F#', 'E']",B
16405,I Dont Care,Ed Sheeran,"['E', 'C#m', 'A', 'B', 'E']",E
16406,I Dont Care,Ed Sheeran,"['E', 'E', 'C#m', 'A', 'B', 'E', 'E']",E
16407,I Dont Care,Ed Sheeran,"['E', 'C#m', 'A', 'B', 'E']",E
16408,I Dont Care,Ed Sheeran,"['E', 'E', 'C#m', 'A', 'B']",E
16409,I Dont Care,Ed Sheeran,"['E', 'C#m', 'A', 'B']",E
16410,Falling Like The Stars,James Arthur,"['C', 'C', 'Am7', 'Fsus2']",C
16411,Falling Like The Stars,James Arthur,"['C', 'Am7', 'Fsus2', 'C', 'C']",C
16412,Falling Like The Stars,James Arthur,"['C', 'C', 'Am7', 'Fsus2']",C
16413,Its You,Ali Gatie,"['Am', 'F', 'G', 'C']",C
16414,Its You,Ali Gatie,"['Am', 'F', 'G', 'C', 'G']",C
16415,Its You,Ali Gatie,"['F', 'G', 'C', 'G', 'Am']",C
16416,Its You,Ali Gatie,"['Am', 'F', 'G', 'C']",C
16417,Its You,Ali Gatie,"['F', 'G', 'C']",C
16418,Forever,Lewis Capaldi,"['G', 'F', 'G', 'C', 'Em', 'Am']",C
16419,Forever,Lewis Capaldi,"['F', 'G', 'C', 'Em', 'Am', 'G']",C
16420,Forever,Lewis Capaldi,"['C', 'Am', 'F', 'G']",C
16421,Forever,Lewis Capaldi,"['F', 'G', 'C', 'Am']",C
16422,Forever,Lewis Capaldi,"['F', 'G', 'C']",C
16423,Demon Slayer - Gurenge,Misc Cartoons,"['Em', 'D', 'C', 'D', 'Em', 'D', 'C', 'D', 'Dsus4']",G
16424,Demon Slayer - Gurenge,Misc Cartoons,"['D', 'Em']",D
16425,Demon Slayer - Gurenge,Misc Cartoons,"['D', 'Em', 'D', 'Em', 'D', 'Em']",D
16426,Demon Slayer - Gurenge,Misc Cartoons,"['D', 'Em']",D
16427,Demon Slayer - Gurenge,Misc Cartoons,"['D', 'Em', 'D', 'C']",G
16428,Demon Slayer - Gurenge,Misc Cartoons,"['Em', 'D', 'C', 'D']",G
16429,Demon Slayer - Gurenge,Misc Cartoons,"['C', 'D', 'Em']",G
16430,Bags,Clairo,"['G', 'F', 'Am', 'G', 'F', 'Am', 'G', 'F', 'Am']",C
16431,Bags,Clairo,"['G', 'F', 'Am']",C
16432,Bags,Clairo,"['G', 'F', 'Am']",C
16433,I Dont Care,Ed Sheeran,"['G', 'G', 'G', 'Em', 'Em', 'C', 'C', 'D', 'D', 'G']",G
16434,I Dont Care,Ed Sheeran,"['G', 'Em', 'Em', 'C', 'C', 'D', 'D', 'G', 'G']",G
16435,I Dont Care,Ed Sheeran,"['G', 'G', 'D']",G
16436,Aladdin - Speechless,Misc Soundtrack,"['Em', 'C', 'D', 'Bm', 'C', 'Am', 'Bm', 'Em', 'C', 'D']",G
16437,Aladdin - Speechless,Misc Soundtrack,"['Em', 'Em', 'C', 'D', 'Em', 'C', 'D']",G
16438,Aladdin - Speechless,Misc Soundtrack,"['Em', 'C', 'D', 'Em']",G
16439,Aladdin - Speechless,Misc Soundtrack,"['Em', 'C', 'Em']",C
16440,Aladdin - Speechless,Misc Soundtrack,"['Em', 'C', 'D']",G
16441,Aladdin - Speechless,Misc Soundtrack,"['C', 'G', 'D']",G
16442,Aladdin - Speechless,Misc Soundtrack,"['Bm', 'C', 'Am']",C
16443,This City,Sam Fischer,"['Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'Em', 'D']",G
16444,This City,Sam Fischer,"['Cadd9', 'G', 'Em', 'D']",G
16445,This City,Sam Fischer,"['Cadd9', 'G', 'Em', 'D', 'Cadd9', 'G', 'Cadd9', 'G']",G
16446,This City,Sam Fischer,"['Cadd9', 'G']",C
16447,This City,Sam Fischer,"['Cadd9', 'G', 'Em', 'D']",G
16448,This City,Sam Fischer,"['Cadd9', 'D', 'Em']",G
16449,Hold Me While You Wait,Lewis Capaldi,"['C', 'G', 'Am', 'G', 'Am', 'G', 'C', 'G', 'Am', 'G']",C
16450,Hold Me While You Wait,Lewis Capaldi,"['G', 'Am', 'G', 'C', 'G', 'Am']",G
16451,Hold Me While You Wait,Lewis Capaldi,"['G', 'C', 'G', 'Am', 'G', 'C']",G
16452,Hold Me While You Wait,Lewis Capaldi,"['G', 'Am', 'G', 'C']",G
16453,Hold Me While You Wait,Lewis Capaldi,"['G', 'C', 'G', 'Am']",G
16454,Hold Me While You Wait,Lewis Capaldi,"['C', 'G', 'Am']",C
16455,Kabir Singh - Kaise Hua,Misc Soundtrack,"['Bm', 'F#m', 'G', 'A', 'D']",D
16456,Kabir Singh - Kaise Hua,Misc Soundtrack,"['A', 'D', 'F#m', 'G']",D
16457,Kabir Singh - Kaise Hua,Misc Soundtrack,"['G', 'A', 'D']",D
16458,Those Eyes,New West,"['F#m', 'A', 'E', 'B', 'F#m', 'A', 'E', 'B', 'F#m']",E
16459,Those Eyes,New West,"['F#m', 'A', 'E', 'B']",E
16460,Those Eyes,New West,"['F#m', 'A', 'E', 'B', 'F#m']",E
16461,Those Eyes,New West,"['F#m', 'A', 'E', 'B']",E
16462,Those Eyes,New West,"['B', 'F#m', 'A', 'E']",E
16463,Those Eyes,New West,"['F#m', 'A', 'E']",A
16464,Señorita,Shawn Mendes,"['G', 'Am', 'C']",G
16465,Señorita,Shawn Mendes,"['Am', 'C', 'F', 'G', 'Em']",C
16466,Señorita,Shawn Mendes,"['G', 'Em', 'Am', 'Am', 'C', 'F']",C
16467,Señorita,Shawn Mendes,"['Am', 'C', 'F', 'G', 'Em', 'Am']",C
16468,Señorita,Shawn Mendes,"['Am', 'C', 'F', 'G', 'Em']",C
16469,Dancing With Your Ghost,Sasha Sloan,"['C', 'Em', 'Am', 'G']",C
16470,Dancing With Your Ghost,Sasha Sloan,"['G', 'C', 'D', 'Em']",G
16471,Dancing With Your Ghost,Sasha Sloan,"['G', 'C', 'D']",G
16472,Kabir Singh - Tujhe Kitna Chahne Lage,Misc Soundtrack,"['C', 'D', 'G', 'Am', 'D', 'C', 'D', 'G']",G
16473,Kabir Singh - Tujhe Kitna Chahne Lage,Misc Soundtrack,"['Am', 'D', 'C', 'D', 'G']",G
16474,Kabir Singh - Tujhe Kitna Chahne Lage,Misc Soundtrack,"['G', 'Em', 'C', 'D']",G
16475,Kabir Singh - Tujhe Kitna Chahne Lage,Misc Soundtrack,"['C', 'D', 'G']",G
16476,Hindi Tayo Pwede,The Juans,"['F#m', 'A', 'E', 'B']",E
16477,Hindi Tayo Pwede,The Juans,"['D', 'A', 'C#m', 'F#m']",D
16478,Kabir Singh - Bekhayali,Misc Soundtrack,"['F', 'G', 'Am', 'G']",C
16479,Kabir Singh - Bekhayali,Misc Soundtrack,"['Am', 'G', 'F', 'G']",C
16480,Kabir Singh - Bekhayali,Misc Soundtrack,"['G', 'Am', 'F', 'Am']",C
16481,Kabir Singh - Bekhayali,Misc Soundtrack,"['Am', 'F', 'Am', 'G']",C
16482,Kabir Singh - Bekhayali,Misc Soundtrack,"['F', 'Am', 'G', 'Dm']",C
16483,Kabir Singh - Bekhayali,Misc Soundtrack,"['Am', 'Am', 'F', 'G']",C
16484,Kabir Singh - Bekhayali,Misc Soundtrack,"['Am', 'C', 'G', 'D']",G
16485,Kabir Singh - Bekhayali,Misc Soundtrack,"['F', 'G', 'Am', 'G']",C
16486,Kabir Singh - Bekhayali,Misc Soundtrack,"['Am', 'F', 'G']",C
16487,Kabir Singh - Bekhayali,Misc Soundtrack,"['F', 'G', 'Am']",C
16488,King Of Kings,Hillsong Worship,"['Am7', 'F', 'G', 'C']",C
16489,King Of Kings,Hillsong Worship,"['C', 'F', 'G']",C
16490,King Of Kings,Hillsong Worship,"['F', 'G', 'C']",C
16491,King Of Kings,Hillsong Worship,"['Am7', 'F', 'G', 'C']",C
16492,King Of Kings,Hillsong Worship,"['C', 'F', 'G']",C
16493,King Of Kings,Hillsong Worship,"['F', 'G', 'C']",C
16494,Membasuh,Hindia,"['C', 'G', 'F', 'Em']",C
16495,Membasuh,Hindia,"['G', 'C', 'Em', 'C']",G
16496,Membasuh,Hindia,"['C', 'G', 'C', 'Am']",C
16497,Membasuh,Hindia,"['C', 'G', 'F', 'Em']",C
16498,Membasuh,Hindia,"['G', 'C', 'Am', 'C']",G
16499,Secukupnya,Hindia,"['G', 'Am', 'F']",C
16500,Secukupnya,Hindia,"['F', 'Am', 'G', 'F', 'Am']",C
16501,Secukupnya,Hindia,"['G', 'Am', 'Dm', 'Em']",C
16502,Secukupnya,Hindia,"['Am', 'Dm', 'G']",C
16503,Secukupnya,Hindia,"['F', 'G', 'Am']",C
16504,Secukupnya,Hindia,"['Dm', 'G', 'Am']",C
16505,Secukupnya,Hindia,"['G', 'Am', 'F']",C
16506,Percaya Aku,Chintya Gabriella,"['D', 'A', 'D', 'G', 'F#m', 'Bm', 'Em', 'A', 'D']",D
16507,Sofia,Clairo,"['F', 'G', 'Em', 'Am']",C
16508,Sofia,Clairo,"['F', 'G', 'Em', 'Am']",C
16509,July,Noah Cyrus,"['F', 'Am', 'C']",F
16510,July,Noah Cyrus,"['Am', 'C', 'F']",C
16511,July,Noah Cyrus,"['F', 'Am', 'C']",F
16512,July,Noah Cyrus,"['Am', 'C', 'F']",C
16513,Dance Monkey,Tones And I,"['F#m', 'D', 'E', 'C#m']",A
16514,Dance Monkey,Tones And I,"['F#m', 'D', 'E', 'C#m', 'F#m', 'D', 'E']",A
16515,Dance Monkey,Tones And I,"['F#m', 'D', 'E', 'C#m']",A
16516,Dance Monkey,Tones And I,"['F#m', 'D', 'E']",A
16517,Circles,Post Malone,"['Cmaj7', 'Fmaj7', 'Fm', 'Cmaj7', 'Fmaj7']",Db
16518,Circles,Post Malone,"['Fm', 'Cmaj7', 'Fmaj7']",Db
16519,Lover,Taylor Swift,"['D', 'C', 'G', 'D', 'C', 'G', 'D', 'C', 'G']",G
16520,Lover,Taylor Swift,"['C', 'G', 'D', 'C', 'G', 'D', 'C', 'G', 'D']",G
16521,Lover,Taylor Swift,"['D', 'C', 'G']",G
16522,Lover,Taylor Swift,"['C', 'G', 'D']",G
16523,Lover,Taylor Swift,"['G', 'D/F#', 'Em', 'C', 'Am', 'D']",G
16524,Lover,Taylor Swift,"['D', 'C', 'G', 'D/F#', 'Em']",G
16525,Lover,Taylor Swift,"['C', 'Am', 'D', 'G']",G
16526,Lover,Taylor Swift,"['D', 'C', 'G']",G
16527,Lover,Taylor Swift,"['C', 'G', 'D']",G
16528,Lover,Taylor Swift,"['G', 'D', 'C']",G
16529,Cruel Summer,Taylor Swift,"['G', 'Bm', 'Em', 'C', 'G', 'Bm', 'Em', 'C', 'G']",G
16530,Cruel Summer,Taylor Swift,"['G', 'Bm', 'Em', 'C']",G
16531,Cruel Summer,Taylor Swift,"['G', 'Bm', 'Em', 'C', 'G']",G
16532,Cruel Summer,Taylor Swift,"['C', 'D', 'Bm', 'Em']",G
16533,Cruel Summer,Taylor Swift,"['G', 'Bm', 'Em', 'C']",G
16534,Death By A Thousand Cuts,Taylor Swift,"['Gsus4', 'G', 'C', 'Am', 'C', 'F', 'Am', 'Dm']",C
16535,Death By A Thousand Cuts,Taylor Swift,"['G', 'C', 'Em', 'F']",C
16536,Death By A Thousand Cuts,Taylor Swift,"['G', 'C', 'Am', 'C', 'F', 'Am', 'Dm', 'Gsus4']",C
16537,Death By A Thousand Cuts,Taylor Swift,"['G', 'C', 'Em', 'F']",C
16538,Cornelia Street,Taylor Swift,"['F', 'C', 'G', 'Am']",C
16539,Cornelia Street,Taylor Swift,"['G', 'Am', 'F', 'C']",C
16540,Cornelia Street,Taylor Swift,"['G', 'Am', 'F', 'C', 'G', 'Am', 'F']",C
16541,Cornelia Street,Taylor Swift,"['F', 'C', 'G', 'Am']",C
16542,Cornelia Street,Taylor Swift,"['G', 'Am', 'F', 'C']",C
16543,Cornelia Street,Taylor Swift,"['G', 'Am', 'F']",C
16544,Chhichhore - Khairiyat,Misc Soundtrack,"['G', 'Am', 'F', 'G', 'Em', 'G', 'C']",C
16545,Chhichhore - Khairiyat,Misc Soundtrack,"['Am', 'F', 'G']",C
16546,Mary On A Cross,Ghost,"['Em', 'G', 'D']",G
16547,Mary On A Cross,Ghost,"['G', 'D', 'Em']",G
16548,Mary On A Cross,Ghost,"['D', 'C', 'G', 'D', 'Em']",G
16549,Mary On A Cross,Ghost,"['G', 'Em', 'Bm', 'D']",G
16550,Mary On A Cross,Ghost,"['D', 'G', 'Em', 'Bm']",D
16551,Mary On A Cross,Ghost,"['Em', 'G', 'D']",G
16552,Mary On A Cross,Ghost,"['D', 'Em', 'G']",D
16553,Mary On A Cross,Ghost,"['G', 'D', 'Em']",G
16554,Heading South,Zach Bryan,"['Am', 'F', 'C', 'G']",C
16555,Heading South,Zach Bryan,"['Am', 'F', 'C', 'G']",C
16556,Memories,Maroon 5,"['G', 'D', 'Em', 'Bm', 'C', 'G', 'C', 'D']",G
16557,Memories,Maroon 5,"['G', 'D', 'Em', 'Bm', 'C']",G
16558,Memories,Maroon 5,"['C', 'G', 'Am', 'Em', 'F', 'C', 'F', 'G']",C
16559,Bukan Untukku,Rachmi Ayu,"['C', 'G', 'Am', 'Em', 'F', 'C', 'G', 'C']",C
16560,Bukan Untukku,Rachmi Ayu,"['C', 'G', 'Am', 'Em', 'F', 'C', 'G']",C
16561,To The Bone,Pamungkas,"['F', 'G', 'F', 'G', 'F', 'G', 'F', 'G', 'F', 'G']",C
16562,To The Bone,Pamungkas,"['F', 'G']",C
16563,To The Bone,Pamungkas,"['G', 'C', 'G', 'Am', 'Em', 'F', 'Em', 'Dm']",C
16564,To The Bone,Pamungkas,"['F', 'G', 'F', 'G', 'F', 'G']",C
16565,To The Bone,Pamungkas,"['F', 'G', 'F', 'G', 'F']",C
16566,To The Bone,Pamungkas,"['F', 'G']",C
16567,To The Bone,Pamungkas,"['F', 'G', 'F']",C
16568,Binalewala,Michael Dutchi Libranda,"['Cadd9', 'Dsus', 'G', 'Cadd9', 'Dsus', 'Em7', 'Dsus']",G
16569,Binalewala,Michael Dutchi Libranda,"['Cadd9', 'Dsus', 'Em7', 'Dsus', 'Cadd9', 'Dsus', 'G']",G
16570,Binalewala,Michael Dutchi Libranda,"['G', 'Cadd9', 'Dsus']",G
16571,Binalewala,Michael Dutchi Libranda,"['Cadd9', 'Dsus', 'G']",G
16572,Binalewala,Michael Dutchi Libranda,"['Cadd9', 'Dsus', 'Em7', 'Dsus']",G
16573,Binalewala,Michael Dutchi Libranda,"['G', 'Cadd9', 'Dsus']",G
16574,Binalewala,Michael Dutchi Libranda,"['Cadd9', 'Dsus', 'G']",G
16575,10000 Hours,Dan + Shay,"['C', 'G', 'G', 'Em']",C
16576,10000 Hours,Dan + Shay,"['G', 'Em', 'C', 'G']",G
16577,10000 Hours,Dan + Shay,"['C', 'G', 'G', 'Em']",C
16578,10000 Hours,Dan + Shay,"['G', 'Em', 'C', 'G']",G
16579,10000 Hours,Dan + Shay,"['G', 'C', 'G']",G
16580,10000 Hours,Dan + Shay,"['C', 'G', 'G']",C
16581,Dance Monkey,Tones And I,"['Em', 'C', 'D', 'Bm']",G
16582,Dance Monkey,Tones And I,"['Em', 'C', 'D', 'Bm', 'Em', 'C', 'D']",G
16583,Dance Monkey,Tones And I,"['Em', 'C', 'D', 'Bm']",G
16584,Dance Monkey,Tones And I,"['Em', 'C', 'D']",G
16585,If The World Was Ending,JP Saxe,"['Am', 'G', 'C', 'Em', 'F']",C
16586,If The World Was Ending,JP Saxe,"['F', 'G', 'C', 'Am']",C
16587,Nyaman,Andmesh Kamaleng,"['G', 'C', 'F', 'Em', 'Am', 'Dm']",C
16588,Lose You To Love Me,Selena Gomez,"['D', 'Em', 'Bm', 'A']",D
16589,Lose You To Love Me,Selena Gomez,"['A', 'G', 'D', 'A', 'D/F#', 'G', 'D']",D
16590,Lose You To Love Me,Selena Gomez,"['G', 'D', 'A', 'D/F#', 'G', 'D', 'A']",D
16591,Lose You To Love Me,Selena Gomez,"['D', 'Em', 'Bm', 'A']",D
16592,Lose You To Love Me,Selena Gomez,"['A', 'D', 'Em', 'Bm']",D
16593,Lose You To Love Me,Selena Gomez,"['G', 'D', 'A']",D
16594,Lose You To Love Me,Selena Gomez,"['D', 'Em', 'Bm']",D
16595,Kenangan Manis,Pamungkas,"['E', 'B', 'F#m']",E
16596,Kenangan Manis,Pamungkas,"['F#m', 'E', 'B']",E
16597,Kenangan Manis,Pamungkas,"['E', 'B', 'F#m']",E
16598,Kenangan Manis,Pamungkas,"['F#m', 'E', 'B']",E
16599,Kenangan Manis,Pamungkas,"['B', 'F#m', 'C#m']",E
16600,Kenangan Manis,Pamungkas,"['B', 'F#m', 'E']",E
16601,Kartonyono Medot Janji,Dyah Novia,"['G', 'C', 'Am', 'Dm', 'G', 'C', 'C7', 'F']",C
16602,Kartonyono Medot Janji,Dyah Novia,"['Dm', 'G', 'C', 'Dm', 'G', 'C', 'Am']",C
16603,Kartonyono Medot Janji,Dyah Novia,"['Dm', 'G', 'C']",C
16604,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C', 'G', 'Dm7', 'Am7', 'C', 'G', 'Dm7', 'Am7']",C
16605,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C', 'G']",C
16606,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C', 'G', 'Dm7', 'Am7', 'C']",C
16607,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C', 'G', 'Dm7', 'Am7']",C
16608,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C', 'G']",C
16609,Watermelon Sugar,Harry Styles,"['Dm7', 'Am7', 'C']",C
16610,Lebih Dari Egoku,Mawar De Jongh,"['Em7', 'Am7', 'Dm7', 'Cadd9']",C
16611,Before You Go,Lewis Capaldi,"['D', 'Bm', 'G', 'Asus4', 'A']",D
